filename,duration,rms,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
105_1b1_Tc_sc_Meditron.wav,20.0,0.028945433,0.06922049720447285,-338.79022,189.43338,-14.920575,-47.317387,18.698164,18.322227,4.9116216,0.29624194,2.4386098,2.5043397,8.611727,10.989787,3.463382
106_2b1_Pl_mc_LittC2SE.wav,20.0,0.028998822,0.012763172673722045,-445.44638,116.54841,45.04977,47.322456,30.520033,29.257788,18.446789,17.658247,10.133393,10.338671,4.4912896,5.4290977,1.1457368
106_2b1_Pr_mc_LittC2SE.wav,20.0,0.16853236,0.0027526270467252397,-455.4348,78.84868,66.76674,53.11695,41.68962,34.444508,30.238619,27.013872,23.284227,19.000732,14.863481,11.579203,9.269643
107_2b3_Al_mc_AKGC417L.wav,20.0,0.37407878,0.005116033097044728,-304.7535,127.861786,67.95434,37.901752,32.80195,29.233374,22.965183,18.358103,15.518292,12.8892145,10.824454,9.456729,7.2726474
107_2b3_Ar_mc_AKGC417L.wav,20.0,0.39206275,0.00543817392172524,-290.72598,141.30382,66.77613,34.04999,30.73126,26.799063,20.15861,16.005518,13.411832,10.539882,8.440719,7.8819118,7.6939936
107_2b3_Ll_mc_AKGC417L.wav,20.0,0.16482249,0.010332686451677316,-275.16617,109.47837,43.092915,40.106903,27.341576,28.076124,17.33362,19.068136,12.325388,14.152464,8.734988,9.965922,4.937196
107_2b3_Lr_mc_AKGC417L.wav,20.0,0.31334454,0.007855400109824282,-237.97173,102.282196,31.290104,39.62286,31.448679,29.40495,19.16663,18.830276,15.667353,17.449457,11.774725,12.338156,6.812358
107_2b3_Pl_mc_AKGC417L.wav,20.0,0.36585125,0.01150190944488818,-245.85294,180.61427,70.542366,34.296227,15.253842,9.967811,8.404261,8.021546,6.363219,6.0591946,5.9413104,5.4797916,3.7993405
107_2b3_Pr_mc_AKGC417L.wav,20.0,0.40290824,0.009289043779952077,-215.4713,148.2314,65.87591,41.786636,17.496077,13.212994,5.805965,9.523461,6.673113,9.9325485,6.7903075,8.481163,4.8490095
107_2b3_Tc_mc_AKGC417L.wav,20.0,0.20882545,0.006010695387380192,-338.46048,152.47672,71.70831,25.582767,16.370583,10.400045,2.0394678,6.2342167,17.908693,20.233772,14.254519,11.81685,12.561869
107_2b4_Al_mc_AKGC417L.wav,20.0,0.3429448,0.005303233576277955,-309.22528,128.42494,64.051605,35.657555,32.01409,29.111135,23.142786,17.892794,14.88638,12.588835,10.747338,9.348408,7.471263
107_2b4_Ar_mc_AKGC417L.wav,20.0,0.4174053,0.004680791982827476,-295.96408,140.79373,62.329746,33.55766,32.34763,27.404497,21.019396,16.747145,13.612682,11.021024,9.147442,8.497172,7.9562187
107_2b4_Ll_mc_AKGC417L.wav,20.0,0.16178645,0.010175126048322684,-280.40784,104.54637,40.388924,38.61381,26.707012,28.57814,17.584166,18.89542,12.513465,14.083557,9.328638,10.469063,5.803367
107_2b4_Lr_mc_AKGC417L.wav,20.0,0.3175,0.008219661042332268,-238.1102,102.21967,29.351225,37.087933,30.350538,29.571123,19.314419,19.096178,16.03198,17.84042,11.804544,11.534619,7.011844
107_2b4_Pl_mc_AKGC417L.wav,20.0,0.30280682,0.006739997254392971,-304.00385,154.40343,73.8307,38.704094,21.536442,14.742072,12.217467,10.259841,9.361438,8.750137,8.087491,7.179703,5.974699
107_2b4_Pr_mc_AKGC417L.wav,20.0,0.4164476,0.007842140075878594,-225.248,139.65485,62.71025,42.608074,20.464466,16.550884,8.590948,11.160081,8.277222,11.167806,8.197547,9.263712,5.485592
107_2b4_Tc_mc_AKGC417L.wav,20.0,0.19969548,0.006996617911341853,-316.30215,141.00671,74.091965,29.738104,16.454985,10.525991,3.4644802,4.93517,13.885102,18.027575,14.371118,10.279256,8.7073345
107_2b5_Al_mc_AKGC417L.wav,20.0,0.3568381,0.005569994259185303,-307.61597,130.09787,65.94843,37.344906,33.04114,28.907682,22.086674,17.168034,14.953838,13.044735,11.261146,9.757142,7.3951664
107_2b5_Ar_mc_AKGC417L.wav,20.0,0.26009297,0.00951992437100639,-297.90985,114.586365,47.188297,37.284336,32.934635,22.635118,19.550114,15.541143,13.004807,10.653484,8.183081,8.849749,8.168401
107_2b5_Ll_mc_AKGC417L.wav,20.0,0.16306634,0.010230506190095847,-276.58035,107.21785,41.856396,39.473454,27.637941,29.09515,17.571774,18.46849,11.751278,13.804371,9.054476,10.23255,5.663397
107_2b5_Lr_mc_AKGC417L.wav,20.0,0.39858788,0.006605056908945687,-235.51978,110.83254,38.4295,39.773106,31.972519,30.339437,19.408283,18.936066,15.351809,16.769753,12.194201,12.30363,6.920345
107_2b5_Pl_mc_AKGC417L.wav,20.0,0.3120845,0.011659469848242811,-270.22592,180.1129,77.49409,31.04163,14.346636,8.623966,8.599028,7.901871,6.3373528,5.5816493,6.1408143,6.00325,4.5083365
107_2b5_Pr_mc_AKGC417L.wav,20.0,0.42457965,0.009212603584265176,-214.10733,150.3381,65.38411,40.866875,16.812334,13.328966,6.1152334,9.052377,6.3779435,10.128698,7.537816,8.914558,5.0417128
107_2b5_Tc_mc_AKGC417L.wav,20.0,0.2373333,0.006221295926517572,-322.8466,144.88678,74.105804,29.4401,18.15933,13.564713,7.9812565,11.648131,20.054712,19.641964,11.915429,7.8600326,7.836752
107_3p2_Al_mc_AKGC417L.wav,20.0,0.18071471,0.009955945487220447,-274.0192,100.58449,39.45591,37.92687,25.876143,23.238731,16.41438,16.34106,13.834946,12.403092,8.504563,10.08293,6.802696
107_3p2_Ar_mc_AKGC417L.wav,20.0,0.27851897,0.006287596096246006,-321.62045,116.48133,60.577614,35.835106,31.891602,27.00799,21.073093,18.15861,16.048807,13.051137,10.802497,9.620549,8.43839
107_3p2_Ll_mc_AKGC417L.wav,20.0,0.14217186,0.009113543330670926,-282.35162,85.19886,31.901775,35.875004,21.019073,21.296606,14.484999,16.609818,9.048726,13.038116,6.8788857,9.820718,5.258074
107_3p2_Lr_mc_AKGC417L.wav,20.0,0.12323096,0.011989410692891373,-271.15146,85.798775,30.978834,36.156975,17.093357,22.612024,14.598572,14.200721,11.859962,12.103201,5.2505884,10.899084,3.634595
107_3p2_Pl_mc_AKGC417L.wav,20.0,0.11608509,0.005783714806309904,-384.07758,126.5321,65.765335,46.099426,27.823183,19.792814,13.464687,11.749512,12.024412,12.34854,10.469391,8.334342,6.618455
107_3p2_Pr_mc_AKGC417L.wav,20.0,0.16356742,0.007624519518769968,-326.4436,114.878845,52.051373,41.313343,27.916645,22.821579,17.094696,14.450359,11.634547,10.610406,8.8341875,7.8179264,6.8098354
107_3p2_Tc_mc_AKGC417L.wav,20.0,0.3379283,0.006399136381789137,-267.5399,145.31364,42.764103,33.32195,30.832636,20.417631,8.481501,10.35857,24.123543,27.813791,13.83249,4.9576716,7.118748
108_1b1_Al_sc_Meditron.wav,20.0,0.07703307,0.002371986072284345,-533.4196,76.406204,64.54792,53.565258,44.681686,36.236977,28.571981,23.201462,19.946966,17.115747,13.963822,11.195618,9.344955
109_1b1_Al_sc_Litt3200.wav,20.336,0.03443178,0.006917317708333333,-444.42334,60.208218,50.729122,38.8751,28.06149,20.305754,16.061865,14.632322,14.639111,14.604296,13.609776,11.607536,9.121948
109_1b1_Ar_sc_Litt3200.wav,19.952,0.035394404,0.006841415014022436,-459.2787,71.902885,56.59666,38.92163,24.804438,16.643476,13.878696,14.62197,16.566986,17.58599,16.63995,14.2049885,11.4216385
109_1b1_Ll_sc_Litt3200.wav,16.944,0.03887069,0.0071399616745283015,-449.19193,77.71386,60.414062,39.516636,21.973139,11.6164055,8.576167,10.533035,14.351974,17.365067,18.175234,16.786793,13.989125
109_1b1_Lr_sc_Litt3200.wav,17.456,0.057400197,0.005364833733974359,-468.77026,83.28674,63.97453,42.229103,25.69492,17.211483,15.451805,17.15629,19.125343,19.400194,17.586937,14.47904,11.181692
109_1b1_Pl_sc_Litt3200.wav,17.648,0.0984232,0.004657247792119565,-447.8266,77.980965,61.500355,42.2332,26.89388,18.670744,17.018835,19.245361,22.350973,24.210949,23.833084,21.086832,16.49126
109_1b1_Pr_sc_Litt3200.wav,30.0,0.06571841,0.006506425739605544,-431.94177,63.693737,52.152443,37.64798,24.769268,16.593723,13.845503,15.227393,18.40534,21.06502,21.675829,19.808435,16.014349
110_1b1_Pr_sc_Meditron.wav,71.45,0.27542835,0.0017937174624944022,-370.84763,84.41337,50.223606,28.691881,26.295868,28.98719,27.531385,24.42784,21.664421,16.730883,9.73579,4.6801276,3.7969952
110_1p1_Al_sc_Meditron.wav,32.3,0.3191188,0.0016814279084158416,-377.62866,76.50287,57.710194,44.917343,40.91394,37.52081,29.960188,22.04662,18.064697,16.78478,14.813939,11.43588,8.350242
110_1p1_Ll_sc_Meditron.wav,32.4,0.29459673,0.002638550407206318,-354.35828,111.0589,62.20712,33.008713,30.587465,32.39172,25.785734,17.220331,12.63853,10.507637,9.676398,10.214931,9.998868
110_1p1_Lr_sc_Meditron.wav,32.4,0.33835024,0.001664879997532083,-371.57547,85.778046,59.815716,40.092926,33.907234,34.026066,31.470629,24.584007,16.761488,11.134477,8.699947,8.624264,9.205828
110_1p1_Pr_sc_Meditron.wav,75.25,0.30176866,0.0018175605203018708,-361.9852,79.95983,42.676544,25.747751,31.357906,35.383858,27.675709,18.950766,16.52399,15.78592,13.068569,10.766087,10.266396
111_1b2_Tc_sc_Meditron.wav,20.0000625,0.006218486,0.04326827076677316,-509.6198,176.67819,-6.6314273,-6.5364556,27.89563,23.133236,2.1590073,0.09273717,3.7981122,13.961958,5.5424843,1.2728658,4.337676
111_1b3_Tc_sc_Meditron.wav,20.0000625,0.0058698244,0.049030145517172524,-498.3645,175.90887,-16.464859,-2.1520314,30.83769,20.547365,-0.3437731,-3.4537225,0.27560917,15.858793,4.7758503,-2.9114199,2.718756
112_1b1_Ar_sc_Meditron.wav,67.85,0.291569,0.0024768590140264025,-353.6155,91.69233,53.886467,27.777271,22.36713,26.015186,28.91418,29.497396,26.424896,18.515762,9.596362,4.7718544,4.494552
112_1b1_Lr_sc_Meditron.wav,33.6,0.27237967,0.0018053862392959086,-373.25766,92.755806,56.533466,27.2433,17.636206,21.595,27.518955,29.271513,25.949106,18.619387,9.9020605,3.580372,2.2393959
112_1p1_Ll_sc_Litt3200.wav,29.36,0.040197745,0.002724907237200436,-514.7147,54.64933,47.765133,39.173065,31.090948,24.82543,20.94818,19.358477,19.275003,19.568819,19.278822,17.928284,15.547529
112_1p1_Pl_sc_Litt3200.wav,30.0,0.11076342,0.0029130297174840085,-443.07495,89.706474,69.37476,44.99946,24.910011,14.154345,12.9135,17.469812,22.901321,25.660637,24.699295,20.880224,15.794654
112_1p1_Pr_sc_Litt3200.wav,30.0,0.1028642,0.0028958513792643925,-438.11255,84.25515,67.957954,47.152817,28.17793,15.642543,11.050353,12.792487,17.431137,21.544113,23.04439,21.487831,17.66023
113_1b1_Al_sc_Litt3200.wav,14.576,0.05788194,0.005698756167763158,-450.86972,81.27763,61.30913,40.429783,26.031696,18.739393,15.746597,14.954635,15.567604,16.650852,16.788702,15.112179,11.871825
113_1b1_Ar_sc_Litt3200.wav,15.728,0.077164784,0.004004501714939024,-441.42926,74.057304,55.326687,36.52324,24.539907,18.998587,16.31676,14.559328,13.771533,13.710844,13.223345,11.552037,8.99371
113_1b1_Ll_sc_Litt3200.wav,20.848,0.0817711,0.005732811301763804,-406.8854,65.25995,54.92448,42.322605,31.190502,23.408682,19.16086,17.736053,17.97377,18.489012,18.119305,16.397154,13.575748
113_1b1_Lr_sc_Litt3200.wav,14.576,0.07880181,0.005207262541118421,-455.0623,78.743904,63.54718,45.009323,28.933907,18.568237,14.356728,14.840009,17.619822,20.257973,21.12505,19.799572,16.77876
113_1b1_Pl_sc_Litt3200.wav,19.632,0.070145026,0.005317812245521173,-431.32736,75.091286,56.899982,37.522133,23.523172,15.817414,12.720653,13.018013,15.661712,18.63927,19.823332,18.532412,15.459346
113_1b1_Pr_sc_Litt3200.wav,21.936,0.05669016,0.004401649052478134,-477.18112,79.64356,60.25246,39.27148,23.798035,15.181003,11.835109,12.354694,15.426829,18.821526,20.255093,18.984653,15.759899
114_1b4_Al_mc_AKGC417L.wav,20.0,0.107527666,0.014389476837060704,-304.59326,172.60776,16.374887,-1.7013938,20.165176,22.241707,23.134157,16.754156,12.310669,17.402863,10.3843565,0.65410167,8.425443
114_1b4_Ar_mc_AKGC417L.wav,20.0,0.11972748,0.02058581269968051,-289.42633,166.84619,54.276497,23.224628,20.386404,6.6543117,-5.837805,-2.5683725,4.7162366,0.62222624,5.222882,12.95099,1.5883251
114_1b4_Lr_mc_AKGC417L.wav,20.0,0.031689413,0.010647027256389776,-440.9872,148.70776,35.61386,5.4214797,21.591408,26.967846,20.512661,13.731199,16.735159,22.371458,12.359687,-0.031296995,5.293955
114_1b4_Pl_mc_AKGC417L.wav,20.0,0.122636706,0.012963633186900959,-344.795,141.7161,79.8911,36.67962,19.965275,15.387614,13.234372,11.090112,9.142352,8.309659,6.035224,4.2145667,5.00194
114_1b4_Pr_mc_AKGC417L.wav,20.0,0.07275342,0.00941618410543131,-401.85562,163.83534,61.013153,19.727776,17.063482,17.151554,13.717087,11.248908,12.305726,14.307826,9.394252,4.424239,7.15785
115_1b1_Ar_sc_Meditron.wav,20.0,0.08527065,0.002609106679313099,-430.951,97.08164,59.660934,35.53914,28.131727,22.93934,14.681226,10.3623085,11.755442,12.017056,8.566487,6.5947204,8.061743
116_1b2_Pl_sc_Meditron.wav,20.0000625,0.023956954,0.005381233775958467,-509.55112,85.69543,60.82196,39.352085,29.063118,27.057083,26.084078,21.876566,15.973169,11.630254,9.853601,9.605103,9.331178
116_1b2_Tc_sc_Meditron.wav,20.0000625,0.00957101,0.03138494034544728,-546.86084,161.33167,35.871788,3.7941868,6.7732253,9.393436,3.922671,15.340872,21.684584,18.058023,4.348726,5.3216915,8.831724
117_1b2_Tc_mc_LittC2SE.wav,20.0,0.0047507323,0.009746124950079873,-633.6818,145.21295,47.503994,26.833466,7.4180217,10.926379,8.23136,13.069493,10.682765,13.582147,9.90434,11.498694,7.3765445
117_1b3_Tc_mc_LittC2SE.wav,20.0,0.0054140002,0.009440364167332268,-628.37134,150.12723,49.89264,24.855478,4.534105,7.8991537,8.289811,13.490952,12.10634,12.681978,8.976045,9.106504,6.682308
118_1b1_Al_sc_Litt3200.wav,15.472,0.081673525,0.011054929622933885,-423.6808,132.4091,90.22228,44.18224,11.667426,-2.2294056,-2.146012,4.4520407,11.480494,15.366885,15.361799,13.015373,10.230667
118_1b1_Ar_sc_Litt3200.wav,18.352,0.11506509,0.009379423453832752,-410.41183,142.74278,87.78008,34.60461,5.89009,1.2534894,7.1625195,12.594849,14.383182,13.398166,10.920083,8.239416,6.4525695
118_1b1_Ll_sc_Litt3200.wav,12.528,0.04693317,0.00754344706632653,-449.64124,84.39991,65.84108,44.104477,26.379492,15.886519,12.324472,13.650388,17.138948,20.024046,20.481688,18.307138,14.413036
118_1b1_Lr_sc_Litt3200.wav,20.08,0.08029728,0.007887919237659236,-411.47363,93.483055,70.32239,43.15196,21.125631,8.788386,6.192882,10.440834,17.111525,22.016922,23.041754,20.602821,16.347242
118_1b1_Pl_sc_Litt3200.wav,12.464,0.10584957,0.00918719951923077,-433.6561,124.301956,90.23874,53.629868,25.980139,9.519143,2.8465805,4.054667,9.492411,14.44537,16.457518,16.075708,14.13274
118_1b1_Pr_sc_Litt3200.wav,12.464,0.07155968,0.017014723557692308,-430.20367,130.19385,88.24192,46.11538,16.929798,0.19852608,-6.2853417,-2.0448964,9.542745,19.600279,21.907345,18.1159,12.899802
119_1b1_Ar_sc_Meditron.wav,20.0,0.014131306,0.005367193740015975,-595.9989,99.943275,46.21831,32.525265,29.37364,28.934265,19.44627,14.764174,7.2727776,11.998388,5.2103744,9.864555,0.71815884
120_1b1_Al_sc_Meditron.wav,66.75,0.27314115,0.0017766321608341322,-369.04044,100.02172,57.580654,28.177687,20.944807,23.252472,26.089401,28.085314,25.971899,17.82362,9.210951,5.827953,6.212848
120_1b1_Ar_sc_Meditron.wav,66.75,0.28481343,0.0015044024898130393,-378.41006,76.21722,53.255154,32.88757,24.56913,26.671373,31.494719,32.662006,28.17032,19.709745,10.848133,4.9992304,3.6694894
120_1b1_Lr_sc_Meditron.wav,86.2,0.2720867,0.00158990464922049,-373.0852,98.635506,42.81077,15.902082,23.0559,31.811481,27.57171,22.00494,21.372234,18.806288,12.140777,6.9756713,5.55151
120_1b1_Pl_sc_Meditron.wav,67.4,0.2554418,0.0014076033756525866,-384.59586,101.156525,44.13541,17.37084,23.693521,30.086063,25.345472,21.89075,22.194567,18.53879,12.619635,10.46311,9.372459
120_1b1_Pr_sc_Meditron.wav,67.4,0.22095746,0.0026138226002610345,-362.94897,116.27212,30.809643,1.0984232,22.594341,34.7026,25.439247,23.057814,28.472195,22.278889,8.857119,4.5576787,6.6255097
121_1b1_Tc_sc_Meditron.wav,20.0,0.050747585,0.014627377446086262,-421.92157,143.53224,16.414726,-4.0093513,29.03625,28.579622,2.8320866,-0.3970735,17.29837,18.406818,3.303003,2.7345636,13.926252
121_1p1_Tc_sc_Meditron.wav,20.0,0.09048614,0.009948145467252397,-386.0063,142.71855,24.787312,-3.4329305,25.131529,27.068756,7.074729,5.3506837,17.354776,18.269266,9.298543,6.7962494,12.514126
122_2b1_Al_mc_LittC2SE.wav,20.0,0.052345008,0.002825167232428115,-509.78912,92.50261,60.4428,40.89738,32.75352,27.180178,21.682247,18.416574,16.195597,13.981133,11.574806,9.680238,8.43486
122_2b1_Ar_mc_LittC2SE.wav,20.0,0.07456393,0.0026239267172523963,-495.442,99.85667,62.45954,41.207726,33.691364,28.001919,23.777538,21.542137,19.161373,16.073404,12.958782,10.754755,9.8006935
122_2b1_Tc_mc_LittC2SE.wav,20.0,0.07079518,0.005498234075479233,-450.09973,126.35912,60.5194,23.665352,11.023009,8.717643,14.59268,21.99758,24.615545,20.978092,12.996907,5.582511,2.3746471
122_2b2_Al_mc_LittC2SE.wav,20.0,0.051829852,0.0022573257787539937,-527.5955,104.60121,54.47162,39.92158,33.71688,26.278034,22.313667,19.052092,16.109175,13.310765,10.916468,9.429996,8.425998
122_2b2_Ar_mc_LittC2SE.wav,20.0,0.07658445,0.0025287664736421724,-492.33432,93.9291,61.237194,40.3781,32.41575,27.844137,23.985723,21.437187,18.929785,15.854002,12.767748,10.552813,9.608897
122_2b2_Tc_mc_LittC2SE.wav,20.0,0.07919484,0.0037089094948083066,-432.28394,105.57699,64.97388,29.741695,12.897537,10.70043,14.9433155,19.856594,21.805489,19.111694,13.083361,7.1202917,4.0383763
122_2b3_Al_mc_LittC2SE.wav,20.0,0.05465172,0.0023275259584664538,-525.0164,110.23033,55.232265,40.649406,33.435043,26.029146,21.988108,18.565588,16.387527,13.984417,11.062095,8.842405,7.571699
122_2b3_Ar_mc_LittC2SE.wav,20.0,0.086342715,0.0025506065295527154,-486.1341,96.50228,64.43721,42.376804,33.07293,28.034626,24.051895,21.654497,19.455978,16.43804,13.193472,10.643308,9.098989
122_2b3_Tc_mc_LittC2SE.wav,20.0,0.07129239,0.004825872354233227,-437.44894,126.33191,64.67032,25.179441,11.32844,9.039223,13.248756,19.793488,22.610897,19.768291,12.736968,5.338121,1.435575
123_1b1_Al_sc_Meditron.wav,20.0,0.19997157,0.002586486621405751,-439.38797,71.17773,63.40899,54.066895,44.738396,36.131485,28.884787,23.347124,19.203503,15.847425,13.073442,11.026748,9.722902
124_1b1_Al_sc_Litt3200.wav,12.528,0.10781387,0.006934341119260204,-424.73685,114.472595,79.51989,42.66441,17.559174,6.261224,3.8962727,5.8743606,9.838579,13.815624,15.653069,14.4674,11.251305
124_1b1_Ar_sc_Litt3200.wav,11.248,0.09251989,0.008155129172585228,-433.29758,98.68957,70.0102,39.465454,18.587173,9.94071,9.700327,12.759452,15.642999,16.862272,16.26493,14.371804,11.781103
124_1b1_Ll_sc_Litt3200.wav,18.224,0.05463205,0.0069164610745614035,-448.6233,77.039604,63.832825,47.131107,31.606812,20.104063,13.45363,11.141092,11.867899,13.92766,15.689363,16.085218,14.779323
124_1b1_Lr_sc_Litt3200.wav,17.264,0.03658282,0.005641456886574074,-457.2836,63.17578,51.87073,38.36127,26.712301,18.821787,14.872799,14.1913805,15.52916,17.283342,18.096521,17.373423,15.231623
124_1b1_Pl_sc_Litt3200.wav,9.584,0.06596557,0.007809244791666667,-413.50867,88.48612,64.97367,38.661896,18.721846,8.255714,5.8866534,8.692374,13.42452,17.0886,18.091093,16.711864,13.953371
124_1b1_Pr_sc_Litt3200.wav,7.856,0.07749268,0.006986788617886179,-409.8274,97.67971,74.80112,46.96139,22.99571,7.9596105,2.7249095,5.1339583,11.253912,16.871246,19.218004,17.829887,13.908884
125_1b1_Tc_sc_Meditron.wav,20.0,0.08664432,0.014116476138178914,-385.64905,144.56602,26.112429,11.333467,31.867098,24.06193,6.0668197,0.23589157,11.122705,21.417147,13.808211,4.327171,8.709425
126_1b1_Al_sc_Meditron.wav,20.0,0.03676427,0.0036231092751597446,-529.03625,126.70304,45.554646,33.70498,39.349945,35.480015,17.91793,6.119947,10.403639,16.303274,9.197241,2.3885007,5.5618587
127_1b1_Ar_sc_Meditron.wav,19.97,0.046562616,0.00413828125,-471.5661,110.10725,41.657356,40.59241,28.671068,28.599216,18.90142,16.39177,11.820295,12.737481,9.112274,10.166305,7.815897
128_1b3_Tc_mc_LittC2SE.wav,20.0,0.0042217164,0.008707162290335463,-636.5726,140.51448,46.0383,26.647028,6.63719,10.299616,9.069325,14.266861,11.210682,12.510882,8.183201,9.546095,6.4876776
129_1b1_Ar_sc_Meditron.wav,20.0,0.04441932,0.002484306359824281,-544.9485,114.42392,61.929794,33.47426,33.952705,35.688828,25.32325,14.334278,12.017652,12.018471,8.65902,6.9057446,9.363932
130_1p2_Al_mc_AKGC417L.wav,20.0,0.14796934,0.007080078125,-370.4644,132.57005,67.92733,37.845818,33.11719,29.545952,21.60903,14.257653,12.516758,14.48929,14.350037,11.338847,9.273577
130_1p2_Ar_mc_AKGC417L.wav,20.0,0.0745903,0.006500536641373802,-435.29422,103.9527,76.18765,50.869022,36.484383,29.716022,23.856903,17.289282,12.23705,10.000343,9.381954,8.682639,7.357071
130_1p2_Ll_mc_AKGC417L.wav,20.0,0.20656495,0.008014520517172524,-300.3253,108.78316,48.598522,42.25005,30.26462,31.474974,20.786844,18.7694,16.672653,15.982721,13.492695,10.79953,7.8379216
130_1p2_Lr_mc_AKGC417L.wav,20.0,0.20561448,0.0072937986721246005,-299.0483,129.39122,52.310337,37.184135,23.705467,25.352058,17.311296,17.161308,17.431482,13.151116,11.352046,7.5160394,5.9336524
130_1p2_Pl_mc_AKGC417L.wav,20.0,0.43788952,0.004459271415734824,-312.20035,138.2186,81.90527,44.722378,30.66294,24.411005,18.679075,14.902596,12.9891205,11.904497,10.847056,9.426331,8.167206
130_1p2_Pr_mc_AKGC417L.wav,20.0,0.32990465,0.0035568091054313097,-372.4182,104.911064,76.55329,54.877728,42.06563,33.08239,26.311096,21.46336,17.71292,14.685366,12.252253,10.18243,8.567653
130_1p2_Tc_mc_AKGC417L.wav,20.0,0.14484139,0.025415585063897763,-255.52861,141.92795,15.12512,23.833591,20.46979,17.483128,10.505489,6.4486837,6.4527264,8.25037,17.578806,13.909389,10.661523
130_1p3_Al_mc_AKGC417L.wav,20.0,0.1992622,0.006373396315894569,-360.579,128.39319,66.00236,35.397438,34.418743,33.745583,24.88546,16.972282,14.8908825,15.147277,13.646391,10.588204,8.069609
130_1p3_Ar_mc_AKGC417L.wav,20.0,0.11919562,0.00589135508186901,-394.90167,110.11459,74.24642,46.046593,34.33237,29.936691,23.330404,15.790292,12.037504,11.9844,12.120625,10.780024,8.663418
130_1p3_Ll_mc_AKGC417L.wav,20.0,0.24111106,0.007424839007587859,-296.0658,111.43183,49.127304,41.29095,30.730694,30.161171,19.62095,17.124542,16.968374,16.350544,15.086134,11.208218,8.540328
130_1p3_Lr_mc_AKGC417L.wav,20.0,0.18272917,0.013360654203274761,-250.87503,165.41165,40.2686,17.957455,15.225306,21.706226,13.586711,13.05917,10.915214,12.118042,10.32046,5.5156574,1.9108491
130_1p3_Pl_mc_AKGC417L.wav,20.0,0.5256083,0.007561339357028754,-243.69775,162.35052,64.379745,38.244305,27.082836,19.453646,11.7303295,7.714984,6.572147,8.528892,8.639359,7.746246,7.3171754
130_1p3_Pr_mc_AKGC417L.wav,20.0,0.5330832,0.004701852036741214,-267.2214,157.50093,67.63975,25.714022,16.379866,14.827948,13.15043,12.313336,12.971128,13.9236145,12.856726,11.6256895,9.696981
130_1p3_Tc_mc_AKGC417L.wav,20.0,0.20388222,0.029291414986022363,-221.01059,136.0626,6.416709,32.75079,20.926197,21.64031,9.788192,9.356588,8.926939,15.126286,23.31474,15.321569,8.350265
130_1p4_Al_mc_AKGC417L.wav,20.0,0.24833007,0.007299258686102236,-317.58527,140.66588,57.829765,29.132566,33.733955,32.927193,23.614502,16.797667,16.345675,16.45584,13.544151,9.688526,6.484654
